X,Y,Z,grade,borehole
770.49,1075.0,-382.2,0.1699689488013371,16
770.49,1075.0,-366.6,0.1699672197266911,16
770.49,1075.0,-351.0,0.1698726569045373,16
770.49,1075.0,-335.4,0.1696871592729804,16
770.49,1075.0,-319.8,0.1694134575254963,16
770.49,1075.0,-304.2,0.1690550782421934,16
770.49,1075.0,-288.6,0.168616310690094,16
770.49,1075.0,-273.0,0.168102166087179,16
770.49,1075.0,-257.4,0.1675183200983758,16
770.49,1075.0,-241.79999999999995,0.1668710324881708,16
770.49,1075.0,-226.20000000000005,0.166167042257473,16
770.49,1075.0,-210.6,0.1654134411560231,16
770.49,1075.0,-195.0,0.1646175322047297,16
770.49,1075.0,-179.39999999999998,0.163786682123397,16
770.49,1075.0,-163.79999999999995,0.1629281771116917,16
770.49,1075.0,-148.20000000000005,0.1620490904617969,16
770.49,1075.0,-132.60000000000002,0.1611561684599517,16
770.49,1075.0,-117.0,0.1602557385330039,16
770.49,1075.0,-101.39999999999998,0.1593536411294972,16
134.53,575.0,-522.6,0.1523522970411104,17
134.53,575.0,-507.0,0.1524609857430945,17
134.53,575.0,-491.4,0.152557242620645,17
134.53,575.0,-475.8,0.1526405750668805,17
134.53,575.0,-460.2000000000001,0.1527104645080181,17
134.53,575.0,-444.6,0.1527663685907442,17
134.53,575.0,-429.0,0.1528077256172695,17
134.53,575.0,-413.4,0.1528339613489361,17
134.53,575.0,-397.8,0.1528444982069463,17
134.53,575.0,-382.2,0.152838766791737,17
134.53,575.0,-366.6,0.1528162195244672,17
134.53,575.0,-351.0,0.1527763460902753,17
134.53,575.0,-335.4,0.1527186902400854,17
134.53,575.0,-319.8,0.1526428673937978,17
134.53,575.0,-304.2,0.152548582391419,17
134.53,575.0,-288.6,0.1524356466689164,17
134.53,575.0,-273.0,0.1523039941004411,17
134.53,575.0,-257.4,0.152153694754528,17
134.53,575.0,-241.79999999999995,0.1519849658627607,17
134.53,575.0,-226.20000000000005,0.1517981793956105,17
134.53,575.0,-210.6,0.151593865778202,17
134.53,575.0,-195.0,0.1513727134510463,17
134.53,575.0,-179.39999999999998,0.1511355641761378,17
134.53,575.0,-163.79999999999995,0.15088340419351,17
134.53,575.0,-148.20000000000005,0.1506173515321716,17
134.53,575.0,-132.60000000000002,0.1503386399577327,17
134.53,575.0,-117.0,0.1500486001840839,17
134.53,575.0,-101.39999999999998,0.1497486390789233,17
134.53,575.0,-85.79999999999995,0.1494402176474683,17
672.6500000000001,825.0,-709.8000000000001,0.1540222242312641,18
672.6500000000001,825.0,-694.2,0.1546918373257321,18
672.6500000000001,825.0,-678.6,0.1553759630794109,18
672.6500000000001,825.0,-663.0,0.1560730112158076,18
672.6500000000001,825.0,-647.4000000000001,0.1567811395631891,18
672.6500000000001,825.0,-631.8000000000001,0.1574982437814256,18
672.6500000000001,825.0,-616.2,0.158221948982817,18
672.6500000000001,825.0,-600.6,0.1589496032106475,18
672.6500000000001,825.0,-585.0,0.1596782725731814,18
672.6500000000001,825.0,-569.4000000000001,0.1604047376753785,18
672.6500000000001,825.0,-553.8,0.1611254908861237,18
672.6500000000001,825.0,-538.2,0.1618367339775255,18
672.6500000000001,825.0,-522.6,0.1625343758353529,18
672.6500000000001,825.0,-507.0,0.1632140303265898,18
672.6500000000001,825.0,-491.4,0.1638710150702363,18
672.6500000000001,825.0,-475.8,0.1645003528117735,18
672.6500000000001,825.0,-460.2000000000001,0.1650967783234441,18
672.6500000000001,825.0,-444.6,0.1656547551452536,18
672.6500000000001,825.0,-429.0,0.1661685078584142,18
672.6500000000001,825.0,-413.4,0.1666320766505195,18
672.6500000000001,825.0,-397.8,0.1670394012917678,18
672.6500000000001,825.0,-382.2,0.1673844408239073,18
672.6500000000001,825.0,-366.6,0.1676613328125974,18
672.6500000000001,825.0,-351.0,0.1678645916420675,18
672.6500000000001,825.0,-335.4,0.1679893391315942,18
672.6500000000001,825.0,-319.8,0.168031553412076,18
672.6500000000001,825.0,-304.2,0.1679883148919891,18
672.6500000000001,825.0,-288.6,0.1678580231623263,18
672.6500000000001,825.0,-273.0,0.1676405577553534,18
672.6500000000001,825.0,-257.4,0.1673373599684732,18
672.6500000000001,825.0,-241.79999999999995,0.1669514222725615,18
672.6500000000001,825.0,-226.20000000000005,0.1664871843164035,18
672.6500000000001,825.0,-210.6,0.1659503472780503,18
672.6500000000001,825.0,-195.0,0.1653476282883928,18
672.6500000000001,825.0,-179.39999999999998,0.1646864818468313,18
672.6500000000001,825.0,-163.79999999999995,0.163974815123829,18
672.6500000000001,825.0,-148.20000000000005,0.1632207198126929,18
672.6500000000001,825.0,-132.60000000000002,0.162432236577429,18
672.6500000000001,825.0,-117.0,0.1616171610253,18
672.6500000000001,825.0,-101.39999999999998,0.1607828939109339,18
672.6500000000001,825.0,-85.79999999999995,0.1599363336773338,18
770.49,2075.0,-756.6,0.1371778286598813,19
770.49,2075.0,-741.0,0.1330101413314985,19
770.49,2075.0,-725.4000000000001,0.1252812910885646,19
770.49,2075.0,-709.8000000000001,0.1152830536903162,19
770.49,2075.0,-694.2,0.1048177345418179,19
770.49,2075.0,-678.6,0.0953606990320188,19
770.49,2075.0,-663.0,0.087655202697329,19
770.49,2075.0,-647.4000000000001,0.0818261534055515,19
770.49,2075.0,-631.8000000000001,0.0776680283547712,19
770.49,2075.0,-616.2,0.0748511534832741,19
770.49,2075.0,-600.6,0.0730142332305312,19
770.49,2075.0,-585.0,0.07179897623142,19
770.49,2075.0,-569.4000000000001,0.0708726266212913,19
770.49,2075.0,-553.8,0.0699550886799145,19
770.49,2075.0,-538.2,0.068848199784061,19
770.49,2075.0,-522.6,0.0674578103987591,19
770.49,2075.0,-507.0,0.0657993515863314,19
770.49,2075.0,-491.4,0.0639802777930028,19
770.49,2075.0,-475.8,0.0621593457139554,19
770.49,2075.0,-460.2000000000001,0.0604937561423545,19
770.49,2075.0,-444.6,0.0590947114178131,19
770.49,2075.0,-429.0,0.0580128311042546,19
770.49,2075.0,-413.4,0.0572601867919166,19
770.49,2075.0,-397.8,0.0568462227654362,19
770.49,2075.0,-382.2,0.0567928481732695,19
770.49,2075.0,-366.6,0.0571227924560292,19
770.49,2075.0,-351.0,0.0578431355082176,19
770.49,2075.0,-335.4,0.0589393908718226,19
770.49,2075.0,-319.8,0.0603790970639827,19
770.49,2075.0,-304.2,0.0621187708419879,19
770.49,2075.0,-288.6,0.0641103085183596,19
770.49,2075.0,-273.0,0.0663055742313569,19
770.49,2075.0,-257.4,0.0686592183689064,19
770.49,2075.0,-241.79999999999995,0.0711301588612095,19
770.49,2075.0,-226.20000000000005,0.0736821690422602,19
770.49,2075.0,-210.6,0.0762839182385906,19
770.49,2075.0,-195.0,0.0789087058932595,19
770.49,2075.0,-179.39999999999998,0.0815340455325179,19
770.49,2075.0,-163.79999999999995,0.0841411944213489,19
770.49,2075.0,-148.20000000000005,0.0867146841411805,19
770.49,2075.0,-132.60000000000002,0.0892418812612515,19
770.49,2075.0,-117.0,0.0917125912418646,19
770.49,2075.0,-101.39999999999998,0.0941187093105325,19
941.71,325.0,-600.6,0.1588363353252734,2
941.71,325.0,-585.0,0.1587871681089209,2
941.71,325.0,-569.4000000000001,0.1586951160504521,2
941.71,325.0,-553.8,0.1585615979045236,2
941.71,325.0,-538.2,0.1583883775105265,2
941.71,325.0,-522.6,0.1581775215877207,2
941.71,325.0,-507.0,0.1579313543945459,2
941.71,325.0,-491.4,0.1576524104395213,2
941.71,325.0,-475.8,0.157343386370176,2
941.71,325.0,-460.2000000000001,0.1570070931288712,2
941.71,325.0,-444.6,0.1566464094315451,2
941.71,325.0,-429.0,0.1562642375747902,2
941.71,325.0,-413.4,0.1558634624896921,2
941.71,325.0,-397.8,0.1554469148286605,2
941.71,325.0,-382.2,0.1550173386963055,2
941.71,325.0,-366.6,0.1545773644289052,2
941.71,325.0,-351.0,0.1541294866067882,2
941.71,325.0,-335.4,0.1536760472692321,2
941.71,325.0,-319.8,0.1532192241092579,2
941.71,325.0,-304.2,0.1527610232687127,2
941.71,325.0,-288.6,0.152303276239164,2
941.71,325.0,-273.0,0.1518476403029592,2
941.71,325.0,-257.4,0.1513956019184384,2
941.71,325.0,-241.79999999999995,0.1509484824577449,2
941.71,325.0,-226.20000000000005,0.150507445737293,2
941.71,325.0,-210.6,0.1500735068318347,2
941.71,325.0,-195.0,0.1496475417255605,2
941.71,325.0,-179.39999999999998,0.1492302974214829,2
941.71,325.0,-163.79999999999995,0.1488224021983484,2
941.71,325.0,-148.20000000000005,0.148424375768816,2
941.71,325.0,-132.60000000000002,0.1480366391512194,2
623.73,1925.0,-756.6,0.1265596275751263,20
623.73,1925.0,-741.0,0.1303725482630777,20
623.73,1925.0,-725.4000000000001,0.1303133270208326,20
623.73,1925.0,-709.8000000000001,0.1260775035861495,20
623.73,1925.0,-694.2,0.1186480674892934,20
623.73,1925.0,-678.6,0.110060589320958,20
623.73,1925.0,-663.0,0.1027142515487942,20
623.73,1925.0,-647.4000000000001,0.0987539097696632,20
623.73,1925.0,-631.8000000000001,0.0998284540643809,20
623.73,1925.0,-616.2,0.1070939621498439,20
623.73,1925.0,-600.6,0.1211807718841892,20
623.73,1925.0,-585.0,0.1418855924389364,20
623.73,1925.0,-569.4000000000001,0.1675692283791152,20
623.73,1925.0,-553.8,0.1946021433843924,20
623.73,1925.0,-538.2,0.2174721076892282,20
623.73,1925.0,-522.6,0.2302111596952228,20
623.73,1925.0,-507.0,0.2289142760824855,20
623.73,1925.0,-491.4,0.2135978758633227,20
623.73,1925.0,-475.8,0.1879945008509019,20
623.73,1925.0,-460.2000000000001,0.157737071629316,20
623.73,1925.0,-444.6,0.1281590203999561,20
623.73,1925.0,-429.0,0.1027545561732438,20
623.73,1925.0,-413.4,0.0828553407151984,20
623.73,1925.0,-397.8,0.0682598687087078,20
623.73,1925.0,-382.2,0.0580803800350215,20
623.73,1925.0,-366.6,0.0513218510246398,20
623.73,1925.0,-351.0,0.0471345410718004,20
623.73,1925.0,-335.4,0.0448668728147229,20
623.73,1925.0,-319.8,0.0440384801400414,20
623.73,1925.0,-304.2,0.0442972596723478,20
623.73,1925.0,-288.6,0.0453827367915672,20
623.73,1925.0,-273.0,0.0470992561284215,20
623.73,1925.0,-257.4,0.049297191667458,20
623.73,1925.0,-241.79999999999995,0.0518599244089135,20
623.73,1925.0,-226.20000000000005,0.0546948657412083,20
623.73,1925.0,-210.6,0.057727294420108,20
623.73,1925.0,-195.0,0.0608961243796264,20
623.73,1925.0,-179.39999999999998,0.0641509747180876,20
623.73,1925.0,-163.79999999999995,0.0674501032968405,20
623.73,1925.0,-148.20000000000005,0.0707589062634223,20
623.73,1925.0,-132.60000000000002,0.0740487870650372,20
623.73,1925.0,-117.0,0.0772962687038488,20
623.73,1925.0,-101.39999999999998,0.0804822699344935,20
623.73,1925.0,-85.79999999999995,0.0835914964720121,20
770.49,1025.0,-663.0,0.1589142646702577,21
770.49,1025.0,-647.4000000000001,0.1599137762814939,21
770.49,1025.0,-631.8000000000001,0.1609235952817541,21
770.49,1025.0,-616.2,0.1619372992296933,21
770.49,1025.0,-600.6,0.1629475801304216,21
770.49,1025.0,-585.0,0.1639462943827027,21
770.49,1025.0,-569.4000000000001,0.1649245653150602,21
770.49,1025.0,-553.8,0.1658729444979144,21
770.49,1025.0,-538.2,0.1667816323416648,21
770.49,1025.0,-522.6,0.1676407504405684,21
770.49,1025.0,-507.0,0.1684406487788219,21
770.49,1025.0,-491.4,0.1691722223298184,21
770.49,1025.0,-475.8,0.1698272063828645,21
770.49,1025.0,-460.2000000000001,0.1703984204419261,21
770.49,1025.0,-444.6,0.1708799376712552,21
770.49,1025.0,-429.0,0.1712671694031408,21
770.49,1025.0,-413.4,0.171556869009265,21
770.49,1025.0,-397.8,0.1717470724576733,21
770.49,1025.0,-382.2,0.171837000782058,21
770.49,1025.0,-366.6,0.1718269509371066,21
770.49,1025.0,-351.0,0.1717181966545657,21
770.49,1025.0,-335.4,0.1715129120598332,21
770.49,1025.0,-319.8,0.1712141206947038,21
770.49,1025.0,-304.2,0.1708256637178348,21
770.49,1025.0,-288.6,0.1703521751526364,21
770.49,1025.0,-273.0,0.1697990499104568,21
770.49,1025.0,-257.4,0.1691723918351798,21
770.49,1025.0,-241.79999999999995,0.1684789333810877,21
770.49,1025.0,-226.20000000000005,0.1677259244622649,21
770.49,1025.0,-210.6,0.1669209940400786,21
770.49,1025.0,-195.0,0.1660719928493669,21
770.49,1025.0,-179.39999999999998,0.1651868284620643,21
770.49,1025.0,-163.79999999999995,0.1642733044089162,21
770.49,1025.0,-148.20000000000005,0.1633389736441648,21
770.49,1025.0,-132.60000000000002,0.1623910139218473,21
