,X,Y,Z,grade,formation,borehole
311,374.0,1147.0,-253.79999999999998,2.0634871365088405,5,56
312,374.0,1147.0,-242.2,2.0635129264117555,5,56
313,374.0,1147.0,-230.6,2.0635366771676047,5,56
314,374.0,1147.0,-219.0,2.063558144137401,5,56
315,550.0,155.0,-288.6,2.0571514430165876,5,57
316,550.0,155.0,-277.0,2.0568698655244306,5,57
317,550.0,155.0,-265.4,2.0565780675599026,5,57
318,550.0,155.0,-253.79999999999998,2.05627689922913,5,57
319,550.0,155.0,-242.2,2.0559674634418683,5,57
320,550.0,155.0,-230.6,2.0556511417314196,5,57
321,550.0,155.0,-219.0,2.055329617371769,5,57
322,550.0,155.0,-207.39999999999998,2.0550048940204215,5,57
323,550.0,155.0,-195.8,2.0546793078256766,5,57
324,550.0,155.0,-184.2,2.054355530710671,5,57
325,286.0,1581.0,-323.4,2.064035638668401,5,58
326,286.0,1581.0,-311.79999999999995,2.064152266257976,5,58
327,286.0,1581.0,-300.2,2.0642791335983866,5,58
328,286.0,1581.0,-288.6,2.06441722205846,5,58
329,286.0,1581.0,-277.0,2.064567491091289,5,58
330,286.0,1581.0,-265.4,2.0647308369794612,5,58
331,286.0,1581.0,-253.79999999999998,2.064908041112918,5,58
332,286.0,1581.0,-242.2,2.0650997064553973,5,58
333,286.0,1581.0,-230.6,2.0653061807706745,5,58
334,286.0,1581.0,-219.0,2.0655274651398345,5,58
335,286.0,1581.0,-207.39999999999998,2.065763106441224,5,58
336,286.0,1581.0,-195.8,2.0660120730426668,5,58
337,286.0,837.0,-195.8,2.0621046362910027,5,59
338,286.0,837.0,-184.2,2.0621049528562474,5,59
339,286.0,837.0,-172.60000000000002,2.062104931208887,5,59
340,286.0,837.0,-161.0,2.062104567085952,5,59
341,286.0,1395.0,-311.79999999999995,2.0640813788654917,5,60
342,286.0,1395.0,-300.2,2.0641975935147,5,60
343,286.0,1395.0,-288.6,2.064323053555532,5,60
344,286.0,1395.0,-277.0,2.0644584010028533,5,60
345,286.0,1395.0,-265.4,2.064604185054966,5,60
346,286.0,1395.0,-253.79999999999998,2.064760814053091,5,60
347,286.0,1395.0,-242.2,2.0649284985362293,5,60
348,286.0,1395.0,-230.6,2.065107185066226,5,60
349,286.0,1395.0,-219.0,2.0652964808222873,5,60
350,286.0,1395.0,-207.39999999999998,2.0654955695117616,5,60
351,286.0,1395.0,-195.8,2.065703120078846,5,60
352,550.0,217.0,-277.0,2.05790211443623,5,61
353,550.0,217.0,-265.4,2.057695165634842,5,61
354,550.0,217.0,-253.79999999999998,2.057483879042513,5,61
355,550.0,217.0,-242.2,2.0572692062854716,5,61
356,550.0,217.0,-230.6,2.0570522632491004,5,61
357,550.0,217.0,-219.0,2.0568343353455267,5,61
358,550.0,217.0,-207.39999999999998,2.056616879015716,5,61
359,550.0,217.0,-195.8,2.0564015185568967,5,61
360,462.0,341.0,-242.2,2.0594884976930032,5,62
361,462.0,341.0,-230.6,2.0594144748607563,5,62
362,462.0,341.0,-219.0,2.0593420785429286,5,62
363,462.0,341.0,-207.39999999999998,2.059271729634281,5,62
364,462.0,341.0,-195.8,2.059203860829869,5,62
365,418.0,2635.0,-161.0,2.0620926977729765,5,63
366,418.0,2635.0,-149.39999999999998,2.0620940484924923,5,63
367,418.0,2635.0,-137.8,2.062094627476447,5,63
368,418.0,2635.0,-126.19999999999999,2.062094492961363,5,63
369,418.0,2635.0,-114.60000000000002,2.062093701326007,5,63
370,418.0,2325.0,-184.2,2.0621136190339167,5,64
371,418.0,2325.0,-172.60000000000002,2.0621179537439973,5,64
372,418.0,2325.0,-161.0,2.062121757232274,5,64
373,418.0,2325.0,-149.39999999999998,2.0621250362612313,5,64
374,418.0,2325.0,-137.8,2.0621277988067828,5,64
375,242.0,1705.0,-207.39999999999998,2.064334262137137,5,65
376,242.0,1705.0,-195.8,2.0644124828420236,5,65
377,242.0,1705.0,-184.2,2.0644876745995355,5,65
378,594.0,279.0,-265.4,2.0588641247511554,5,66
379,594.0,279.0,-253.79999999999998,2.0587202150446453,5,66
380,594.0,279.0,-242.2,2.058574878485288,5,66
381,594.0,279.0,-230.6,2.0584289411997054,5,66
382,594.0,279.0,-219.0,2.058283334285083,5,66
383,418.0,2263.0,-195.8,2.0621938608990082,5,67
384,418.0,2263.0,-184.2,2.062198556480817,5,67
385,418.0,2263.0,-172.60000000000002,2.062202682231156,5,67
386,418.0,2263.0,-161.0,2.0622062383191015,5,67
387,418.0,2263.0,-149.39999999999998,2.0622092265717002,5,67
388,242.0,1023.0,-184.2,2.0626529925569406,5,68
389,242.0,1023.0,-172.60000000000002,2.0626578275604595,5,68
390,242.0,1023.0,-161.0,2.0626614644320806,5,68
391,330.0,1147.0,-253.79999999999998,2.063335576325779,5,69
392,330.0,1147.0,-242.2,2.0633612974921136,5,69
393,330.0,1147.0,-230.6,2.063385283123368,5,69
394,330.0,1147.0,-219.0,2.063407299455732,5,69
395,330.0,1147.0,-207.39999999999998,2.0634271069561607,5,69
396,594.0,279.0,-265.4,2.0588641247511554,5,70
397,594.0,279.0,-253.79999999999998,2.0587202150446453,5,70
398,594.0,279.0,-242.2,2.058574878485288,5,70
399,594.0,279.0,-230.6,2.0584289411997054,5,70
400,594.0,279.0,-219.0,2.058283334285083,5,70
401,638.0,279.0,-253.79999999999998,2.059076875078009,5,71
402,638.0,279.0,-242.2,2.058938723995628,5,71
403,638.0,279.0,-230.6,2.0587994178881432,5,71
404,550.0,341.0,-265.4,2.0595920403881793,5,72
405,550.0,341.0,-253.79999999999998,2.0595033715474176,5,72
406,550.0,341.0,-242.2,2.0594151204010953,5,72
407,550.0,341.0,-230.6,2.0593277822232987,5,72
408,550.0,341.0,-219.0,2.0592418875489558,5,72
409,418.0,465.0,-230.6,2.0606511074798357,5,73
410,418.0,465.0,-219.0,2.0606233930805526,5,73
411,418.0,465.0,-207.39999999999998,2.0605967598094925,5,73
412,418.0,465.0,-195.8,2.0605713423199847,5,73
413,418.0,1333.0,-253.79999999999998,2.0642393128968246,5,74
414,418.0,1333.0,-242.2,2.06427445241642,5,74
415,418.0,1333.0,-230.6,2.0643104435548194,5,74
416,242.0,1891.0,-172.60000000000002,2.0630825805133974,5,75
417,242.0,1891.0,-161.0,2.0630918937405687,5,75
418,242.0,1891.0,-149.39999999999998,2.06309901779047,5,75
419,242.0,1891.0,-137.8,2.063103849303895,5,75
420,550.0,589.0,-265.4,2.061474654729267,5,76
