,X,Y,Z,grade,borehole
1080,535.8700000000001,305.0,-1087.0900000000001,2.0431156598832545,41.0
1090,535.8700000000001,305.0,-825.69,2.043324267677369,41.0
1100,535.8700000000001,305.0,-564.29,2.043562508597984,41.0
1110,535.8700000000001,305.0,-302.8899999999999,2.0431207415021766,41.0
1120,91.49000000000001,445.0,-1060.95,2.0432725681594897,42.0
1130,91.49000000000001,445.0,-799.55,2.0432739765841488,42.0
1140,222.19000000000003,95.0,-1008.6700000000001,2.043091637669032,43.0
1150,222.19000000000003,95.0,-747.27,2.0431389030146754,43.0
1160,222.19000000000003,95.0,-485.8699999999999,2.0431337140702652,43.0
1170,405.1700000000001,205.0,-930.25,2.042983895064788,44.0
1180,405.1700000000001,205.0,-668.85,2.043282916526103,44.0
1190,405.1700000000001,205.0,-407.44999999999993,2.043088208802629,44.0
1200,352.89000000000004,5.0,-904.11,2.0428547199164946,45.0
1210,352.89000000000004,5.0,-642.7099999999999,2.043166561574813,45.0
1220,352.89000000000004,5.0,-381.30999999999995,2.042892269961657,45.0
1230,196.05,405.0,-1139.3700000000001,2.043250145018928,46.0
1240,196.05,405.0,-877.97,2.043247277234463,46.0
1250,196.05,405.0,-616.5699999999999,2.043265032221489,46.0
1260,326.75000000000006,15.0,-877.97,2.0429255625692675,47.0
1270,326.75000000000006,15.0,-616.5699999999999,2.0431591350667166,47.0
1280,326.75000000000006,15.0,-355.16999999999996,2.042894374090937,47.0
1290,588.1500000000001,315.0,-1087.0900000000001,2.043147175862358,48.0
1300,588.1500000000001,315.0,-825.69,2.043424481473725,48.0
1310,588.1500000000001,315.0,-564.29,2.0436903406789666,48.0
1320,588.1500000000001,315.0,-302.8899999999999,2.043185899838213,48.0
1330,274.47,355.0,-1060.95,2.043203148523455,49.0
1340,274.47,355.0,-799.55,2.0432317752582354,49.0
1350,274.47,355.0,-538.15,2.0432510068306895,49.0
1360,562.0100000000001,275.0,-1165.51,2.043115743113389,50.0
1370,562.0100000000001,275.0,-904.11,2.0431818538459905,50.0
1380,562.0100000000001,275.0,-642.7099999999999,2.043702116104153,50.0
1390,562.0100000000001,275.0,-381.30999999999995,2.0432904866517387,50.0
1400,797.2700000000002,385.0,-381.30999999999995,2.0435678367068792,51.0
1410,300.61,275.0,-1243.93,2.043201134448631,52.0
1420,300.61,275.0,-982.53,2.0431346326496875,52.0
1430,300.61,275.0,-721.13,2.0432188391096298,52.0
1440,300.61,275.0,-459.7299999999999,2.0431896044954216,52.0
1450,457.45000000000005,435.0,-1139.3700000000001,2.0432295530073503,53.0
1460,457.45000000000005,435.0,-877.97,2.043279150550513,53.0
1470,457.45000000000005,435.0,-616.5699999999999,2.0433755146536825,53.0
1480,457.45000000000005,435.0,-355.16999999999996,2.043252695192658,53.0
1490,535.8700000000001,305.0,-1113.23,2.0431224628387437,54.0
1500,535.8700000000001,305.0,-851.8299999999999,2.0432786703690886,54.0
1510,535.8700000000001,305.0,-590.43,2.043577444727781,54.0
1520,535.8700000000001,305.0,-329.03,2.0431673486046487,54.0
1530,744.9900000000001,195.0,-512.01,2.0446138900726445,55.0
1540,744.9900000000001,195.0,-250.6099999999999,2.0431668222240544,55.0
1550,274.47,225.0,-1087.0900000000001,2.043132225094153,56.0
1560,274.47,225.0,-825.69,2.043145804433222,56.0
1570,274.47,225.0,-564.29,2.043206172743865,56.0
1580,562.0100000000001,145.0,-1191.65,2.0429984595789166,57.0
1590,562.0100000000001,145.0,-930.25,2.042684273916334,57.0
1600,562.0100000000001,145.0,-329.03,2.042845669424875,57.0
1610,65.35000000000001,475.0,-1060.95,2.0432810900028153,58.0
1620,718.8500000000001,185.0,-773.41,2.0443988202144077,59.0
1630,718.8500000000001,185.0,-512.01,2.04460562022729,59.0
1640,718.8500000000001,185.0,-250.6099999999999,2.043090034492931,59.0
1650,379.03000000000003,385.0,-1060.95,2.0431970565297406,60.0
1660,379.03000000000003,385.0,-799.55,2.0432628524692067,60.0
1670,379.03000000000003,385.0,-538.15,2.0433005704859175,60.0
1680,379.03000000000003,385.0,-276.7499999999999,2.0431605511031283,60.0
1690,588.1500000000001,425.0,-1034.81,2.043259680349812,61.0
1700,588.1500000000001,425.0,-773.41,2.043459293144408,61.0
1710,588.1500000000001,425.0,-512.01,2.043490290608331,61.0
1720,588.1500000000001,425.0,-250.6099999999999,2.043216308031729,61.0
1730,91.49000000000001,405.0,-1034.81,2.0432637889976903,62.0
1740,483.5900000000001,345.0,-1243.93,2.0432008319467596,63.0
1750,483.5900000000001,345.0,-982.53,2.043166145332544,63.0
1760,483.5900000000001,345.0,-721.13,2.0433908613958653,63.0
1770,483.5900000000001,345.0,-459.7299999999999,2.0433371222063434,63.0
1780,457.45000000000005,495.0,-1191.65,2.0432600481403775,64.0
1790,457.45000000000005,495.0,-930.25,2.043283560967995,64.0
1800,457.45000000000005,495.0,-668.85,2.0433608291290986,64.0
1810,457.45000000000005,495.0,-407.44999999999993,2.0433016400931727,64.0
1820,39.21000000000001,375.0,-1165.51,2.0432752261498957,65.0
1830,39.21000000000001,375.0,-904.11,2.043266004431716,65.0
1840,718.8500000000001,465.0,-616.5699999999999,2.0436151153609816,66.0
1850,718.8500000000001,465.0,-355.16999999999996,2.043413580506343,66.0
1860,352.89000000000004,235.0,-1191.65,2.0431394705071173,67.0
1870,352.89000000000004,235.0,-930.25,2.0430686589646423,67.0
1880,352.89000000000004,235.0,-668.85,2.043241981643418,67.0
1890,352.89000000000004,235.0,-407.44999999999993,2.0431181180289433,67.0
1900,222.19000000000003,305.0,-1139.3700000000001,2.0432098908497403,68.0
1910,222.19000000000003,305.0,-877.97,2.0431995056032415,68.0
1920,222.19000000000003,305.0,-616.5699999999999,2.0432369585253802,68.0
1930,614.2900000000002,45.0,-1087.0900000000001,2.0426636165302665,69.0
1940,614.2900000000002,45.0,-302.8899999999999,2.0425434252283696,69.0
1950,379.03000000000003,35.0,-773.41,2.0429988692160546,70.0
1960,379.03000000000003,35.0,-512.01,2.0431280944852275,70.0
1970,326.75000000000006,115.0,-1113.23,2.043033668796262,71.0
1980,326.75000000000006,115.0,-851.8299999999999,2.0430012047443364,71.0
1990,326.75000000000006,115.0,-590.43,2.043181906295203,71.0
2000,326.75000000000006,115.0,-329.03,2.042922506504914,71.0
2010,143.77,265.0,-1060.95,2.043214048828478,72.0
2020,143.77,265.0,-799.55,2.043217972982293,72.0
2030,248.33000000000004,165.0,-1139.3700000000001,2.0431397088677272,73.0
2040,248.33000000000004,165.0,-877.97,2.043103814429329,73.0
2050,248.33000000000004,165.0,-616.5699999999999,2.0431862272385874,73.0
2060,326.75000000000006,45.0,-1008.6700000000001,2.042927428721842,74.0
2070,326.75000000000006,45.0,-747.27,2.043070465023932,74.0
2080,326.75000000000006,45.0,-485.8699999999999,2.04308375120187,74.0
2090,797.2700000000002,355.0,-459.7299999999999,2.0437768754635846,75.0
2100,797.2700000000002,355.0,-198.32999999999993,2.043239645000771,75.0
2110,222.19000000000003,35.0,-1060.95,2.0430933651196743,76.0
2120,222.19000000000003,35.0,-799.55,2.043104719280279,76.0
2130,222.19000000000003,35.0,-538.15,2.0431443758961656,76.0
2140,117.63000000000002,225.0,-1060.95,2.0432137832811543,77.0
2150,117.63000000000002,225.0,-799.55,2.0432143520725883,77.0
2160,431.31000000000006,195.0,-904.11,2.042960644191767,78.0
2170,431.31000000000006,195.0,-642.7099999999999,2.0433428243748897,78.0
2180,431.31000000000006,195.0,-381.30999999999995,2.0430297058610276,78.0
2190,196.05,105.0,-1113.23,2.0431482543855433,79.0
2200,196.05,105.0,-851.8299999999999,2.043125878588182,79.0
2210,196.05,105.0,-590.43,2.0431745307666365,79.0
2220,562.0100000000001,245.0,-1060.95,2.0430179221008657,80.0
2230,562.0100000000001,245.0,-799.55,2.043403200626503,80.0
2240,562.0100000000001,245.0,-538.15,2.0436941858470465,80.0
2250,562.0100000000001,245.0,-276.7499999999999,2.0429780108714426,80.0
2260,588.1500000000001,165.0,-1034.81,2.042809526400375,81.0
2270,588.1500000000001,165.0,-773.41,2.043580872985562,81.0
2280,588.1500000000001,165.0,-407.44999999999993,2.043363816143513,81.0
2290,326.75000000000006,245.0,-1165.51,2.0431447261355022,82.0
2300,326.75000000000006,245.0,-904.11,2.043104782921325,82.0
2310,326.75000000000006,245.0,-642.7099999999999,2.0432374976421186,82.0
2320,326.75000000000006,245.0,-381.30999999999995,2.0431080406715134,82.0
2330,274.47,265.0,-1139.3700000000001,2.043170900555754,83.0
2340,274.47,265.0,-877.97,2.0431560098854513,83.0
2350,274.47,265.0,-616.5699999999999,2.0432284727867156,83.0
2360,65.35000000000001,435.0,-1243.93,2.043284946912798,84.0
2370,65.35000000000001,435.0,-982.53,2.0432728527761643,84.0
2380,483.5900000000001,495.0,-1139.3700000000001,2.043259143338775,85.0
2390,483.5900000000001,495.0,-877.97,2.0433095082887553,85.0
2400,483.5900000000001,495.0,-616.5699999999999,2.0433807463835882,85.0
2410,483.5900000000001,495.0,-355.16999999999996,2.04328469956522,85.0
2420,248.33000000000004,415.0,-1113.23,2.043240622653545,86.0
2430,248.33000000000004,415.0,-851.8299999999999,2.0432483218991244,86.0
2440,248.33000000000004,415.0,-590.43,2.0432706278888855,86.0
2450,39.21000000000001,185.0,-1165.51,2.043249452444491,87.0
2460,39.21000000000001,185.0,-904.11,2.043230206623099,87.0
2470,248.33000000000004,285.0,-1034.81,2.043172010694674,88.0
2480,248.33000000000004,285.0,-773.41,2.043206379989902,88.0
2490,248.33000000000004,285.0,-512.01,2.0432150405238185,88.0
2500,196.05,185.0,-1087.0900000000001,2.0431645215308323,89.0
2510,196.05,185.0,-825.69,2.0431624070745134,89.0
2520,196.05,185.0,-564.29,2.0431933797105826,89.0
2530,640.4300000000002,425.0,-956.3900000000001,2.0433361930907155,90.0
2540,640.4300000000002,425.0,-694.99,2.043585592730194,90.0
2550,640.4300000000002,425.0,-433.5899999999999,2.04347061836149,90.0
2560,457.45000000000005,75.0,-721.13,2.043199875552514,91.0
2570,457.45000000000005,75.0,-459.7299999999999,2.043098616007349,91.0
2580,379.03000000000003,225.0,-1165.51,2.0431049988199956,92.0
2590,379.03000000000003,225.0,-904.11,2.0430491313564145,92.0
2600,379.03000000000003,225.0,-642.7099999999999,2.043270957100411,92.0
2610,379.03000000000003,225.0,-381.30999999999995,2.043073806088268,92.0
2620,640.4300000000002,135.0,-982.53,2.0427360694535124,93.0
2630,640.4300000000002,135.0,-721.13,2.044364037329138,93.0
2640,640.4300000000002,135.0,-459.7299999999999,2.0440303081405298,93.0
2650,326.75000000000006,405.0,-1217.79,2.0432379173050474,94.0
2660,326.75000000000006,405.0,-956.3900000000001,2.0432219212166514,94.0
2670,326.75000000000006,405.0,-694.99,2.0432834588676734,94.0
2680,326.75000000000006,405.0,-433.5899999999999,2.0432461219366607,94.0
2690,143.77,295.0,-1191.65,2.043241370897042,95.0
2700,143.77,295.0,-930.25,2.0432183543584914,95.0
2710,143.77,295.0,-668.85,2.0432378879074915,95.0
2720,326.75000000000006,465.0,-1008.6700000000001,2.043247423195108,96.0
2730,326.75000000000006,465.0,-747.27,2.0432888587326197,96.0
2740,326.75000000000006,465.0,-485.8699999999999,2.043281586888333,96.0
2750,562.0100000000001,375.0,-1243.93,2.043221443202532,97.0
2760,562.0100000000001,375.0,-982.53,2.0432316740708485,97.0
2770,562.0100000000001,375.0,-721.13,2.043505310318263,97.0
2780,562.0100000000001,375.0,-459.7299999999999,2.043438983557283,97.0
2790,692.7100000000002,265.0,-930.25,2.0433777711153467,98.0
2800,692.7100000000002,265.0,-668.85,2.0442291516099456,98.0
2810,692.7100000000002,265.0,-407.44999999999993,2.0437015327135812,98.0
2820,379.03000000000003,205.0,-1217.79,2.043126054593675,99.0
2830,379.03000000000003,205.0,-956.3900000000001,2.0430004891061224,99.0
2840,379.03000000000003,205.0,-694.99,2.043231572916304,99.0
2850,379.03000000000003,205.0,-433.5899999999999,2.043122532562181,99.0
2860,692.7100000000002,335.0,-877.97,2.043510381388803,100.0
2870,692.7100000000002,335.0,-616.5699999999999,2.0439300156747366,100.0
2880,692.7100000000002,335.0,-355.16999999999996,2.043459860023968,100.0
