,X,Y,Z,grade,borehole
1880,1313.65,350.0,-280.01,0.43546006332727477,91.0
1890,1960.3700000000001,590.0,-609.83,0.4343228227368742,92.0
1900,1960.3700000000001,590.0,-466.43000000000006,0.4349053919414943,92.0
1910,990.2900000000001,350.0,-366.05,0.4336007827956529,93.0
1920,990.2900000000001,350.0,-222.64999999999998,0.4351663964663395,93.0
1930,990.2900000000001,350.0,-79.25,0.43616326421491536,93.0
1940,747.7700000000001,570.0,-294.35,0.4355181657187861,94.0
1950,747.7700000000001,570.0,-150.95,0.4361255981269874,94.0
1960,1111.5500000000002,150.0,-380.39,0.43025487883804886,95.0
1970,1111.5500000000002,150.0,-236.99,0.4222744696327779,95.0
1980,1111.5500000000002,150.0,-93.59000000000003,0.42742332483267353,95.0
1990,2000.79,70.0,-523.7900000000001,0.42467335566581477,96.0
2000,222.31000000000003,670.0,-337.37,0.43440516182247385,97.0
2010,222.31000000000003,670.0,-193.96999999999997,0.4346829762600321,97.0
2020,990.2900000000001,350.0,-423.41,0.4332293924038718,98.0
2030,990.2900000000001,350.0,-280.01,0.43447266098595017,98.0
2040,990.2900000000001,350.0,-136.61,0.4359998691586574,98.0
2050,1515.75,870.0,-480.77000000000004,0.4346695137119918,99.0
2060,1515.75,870.0,-337.37,0.4348413598527756,99.0
2070,505.25,590.0,-294.35,0.4353345155589108,100.0
2080,505.25,590.0,-150.95,0.4358352816188703,100.0
